Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
02/02/2025,CHRY,4D,,BLU,DX80770,IL,701 N. Sacramento,(773) 265-7605,7113787
02/02/2025,MITS,4D,,SIL,EZ93355,IL,701 N. Sacramento,(773) 265-7605,7113789
02/02/2025,KIA,4D,,GRY,BW98704,IL,400 E. Lower Wacker,(312) 744-7550,0335389
02/03/2025,INFI,4D,,GRY,EV61518,IL,701 N. Sacramento,(773) 265-7605,7113790
02/03/2025,JEEP,4D,,SIL,EF82023,IL,400 E. Lower Wacker,(312) 744-7550,0335405
02/03/2025,FORD,4D,,GRY,DR51898,IL,10300 S. Doty,(773) 568-8495,2982329
02/03/2025,CHEV,LL,,GRY,,,10300 S. Doty,(773) 568-8495,2982334
02/03/2025,FORD,4D,,BLK,EY20725,IL,701 N. Sacramento,(773) 265-7605,7113796
02/03/2025,CHEV,4D,,SIL,DF13045,IL,10300 S. Doty,(773) 568-8495,2982333
02/03/2025,NISS,LL,,BGE,EZ71532,IL,10300 S. Doty,(773) 568-8495,2982340
02/03/2025,NISS,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2982342
02/03/2025,NISS,4D,,BLU,AP24389,IL,701 N. Sacramento,(773) 265-7605,7113812
02/03/2025,NISS,4D,,BLK,S958378,IN,10300 S. Doty,(773) 568-8495,2982343
02/03/2025,LINC,4D,,WHI,JD8H3K,MO,701 N. Sacramento,(773) 265-7605,7113820
02/03/2025,CHEV,4D,,GRY,ZTX357,IN,10300 S. Doty,(773) 568-8495,2982355
02/03/2025,HYUN,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2982347
02/03/2025,FORD,LL,TK,GRN,3733776B,IL,701 N. Sacramento,(773) 265-7605,7113798
02/03/2025,MAZD,4D,,GRY,PBY5705,TX,400 E. Lower Wacker,(312) 744-7550,7113843
02/03/2025,FORD,4D,,RED,EG24548,IL,701 N. Sacramento,(773) 265-7605,7113797
02/03/2025,PONT,4D,,GRY,EZ71351,IL,400 E. Lower Wacker,(312) 744-7550,0335412
02/03/2025,VOLK,4D,,BLK,EK20386,IL,400 E. Lower Wacker,(312) 744-7550,0335415
02/03/2025,NISS,4D,,BLK,Q317702,IL,400 E. Lower Wacker,(312) 744-7550,0335416
02/03/2025,CHEV,4D,,SIL,FA41869,IL,10300 S. Doty,(773) 568-8495,2982350
02/03/2025,FORD,VN,,WHI,3763165B,IL,400 E. Lower Wacker,(312) 744-7550,0335418
02/01/2025,CHEV,LL,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2982239
02/03/2025,MAZD,2D,,MAR,EN57962,IL,400 E. Lower Wacker,(312) 744-7550,0335423
02/03/2025,CHEV,4D,,GRY,DL14725,IL,10300 S. Doty,(773) 568-8495,2982361
02/03/2025,TOYT,LL,,MAR,DG89605,IL,10300 S. Doty,(773) 785-9752,1727644
02/03/2025,TOYT,4D,CAM,WHI,BR24024,IL,701 N. Sacramento,(773) 265-7605,7113802
02/03/2025,FORD,PK,,WHI,GWR6945,TX,10300 S. Doty,(773) 785-9752,1727645
02/03/2025,LEXS,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1727643
02/03/2025,TOYT,4D,,WHI,R264661,IL,701 N. Sacramento,(773) 265-7605,0500820
02/03/2025,SATR,LL,,SIL,EG90573,IL,701 N. Sacramento,(773) 265-7605,7113805
02/03/2025,NISS,4D,,GRY,EX94163,IL,400 E. Lower Wacker,(312) 744-7550,0315206
02/03/2025,FORD,4D,,WHI,EZ16977,IL,400 E. Lower Wacker,(312) 744-7550,0335430
02/03/2025,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2982366
02/03/2025,HYUN,LL,,BLU,EG87859,IL,10300 S. Doty,(773) 568-8495,2982367
02/03/2025,CADI,4D,,WHI,JIT4222,OH,400 E. Lower Wacker,(312) 744-7550,0335397
02/03/2025,FORD,PK,,BLU,CN53394,IL,701 N. Sacramento,(773) 265-7605,7113806
02/03/2025,SUBA,4D,,BRO,DZ37782,IL,400 E. Lower Wacker,(312) 744-7550,0335439
02/03/2025,FORD,LL,,BLK,2955199B,IL,400 E. Lower Wacker,(312) 744-7550,0335438
02/03/2025,KIA,4D,,RED,8107630,IL,400 E. Lower Wacker,(312) 744-7550,0335342
02/03/2025,JEEP,LL,,MAR,BV72261,IL,400 E. Lower Wacker,(312) 744-7550,0335440
02/03/2025,LEXS,4D,,BLK,EX61998,IL,400 E. Lower Wacker,(312) 744-7550,0335341
02/03/2025,FIAT,2D,,BLU,EJ41070,IL,10300 S. Doty,(773) 785-9752,1727646
02/03/2025,TOYT,4D,,BLK,EZ16129,IL,400 E. Lower Wacker,(312) 744-7550,0335443
02/03/2025,HYUN,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2982370
02/03/2025,NISS,4D,,WHI,DJ45950,IL,400 E. Lower Wacker,(312) 744-7550,0335444
02/03/2025,FORD,LL,,WHI,475992D,IL,10300 S. Doty,(773) 785-9752,1727647
02/03/2025,FORD,4D,,GRY,CW20646,IL,701 N. Sacramento,(773) 265-7605,711808
02/03/2025,LINC,4D,,GLD,A773216,IL,701 N. Sacramento,(773) 265-1846,1548820
02/03/2025,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7113845
02/03/2025,CHRY,VN,,GLD,EY89396,IL,701 N. Sacramento,(773) 265-7605,7113803
02/03/2025,TOYT,4D,,BLK,BV24136,IL,10300 S. Doty,(773) 568-8495,2982371
02/03/2025,GMC,LL,,BLK,DP33467,IL,10300 S. Doty,(773) 568-8495,2982369
02/03/2025,ACUR,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7113849
02/03/2025,FORD,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1548822
02/03/2025,CHEV,4D,,WHI,EZ91382,IL,10300 S. Doty,(773) 568-8495,2982377
02/03/2025,GMC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1548821
02/03/2025,HYUN,4D,,SIL,AR28090,IL,701 N. Sacramento,(773) 265-7605,7113850
02/03/2025,HYUN,4D,,BRO,,IL,701 N. Sacramento,(773) 265-7605,7113851
02/03/2025,CADI,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7113852
02/03/2025,DODG,VN,,DBL,X95RBV,NJ,10300 S. Doty,(773) 568-8495,2982378
02/03/2025,CHRY,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982382
02/03/2025,JEEP,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982384
02/03/2025,FORD,4D,,GRY,ER82358,IL,701 N. Sacramento,(773) 265-7605,7113855
02/03/2025,CHEV,LL,,GRY,EH79694,IL,701 N. Sacramento,(773) 265-7605,7113856
02/04/2025,BMW,2D,,WHI,HLDH23,FL,400 E. Lower Wacker,(312) 744-7550,0335478
02/03/2025,HYUN,4D,,SIL,DE58611,IL,10300 S. Doty,(773) 568-8495,2982386
02/04/2025,FORD,4D,,RED,EU51859,IL,701 N. Sacramento,(773) 265-7605,7113861
02/03/2025,CHEV,LL,TK,WHI,20493WS,IL,701 N. Sacramento,(773) 265-7605,7113860
02/03/2025,DODG,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982387
02/04/2025,LINC,4D,,BLK,EU14030,IL,10300 S. Doty,(773) 568-8495,2982390
02/04/2025,CHEV,PK,,BLK,4010500B,IL,701 N. Sacramento,(773) 265-7605,7113864
02/04/2025,CHEV,4T,,SIL,DT55264,IL,10300 S. Doty,(773) 568-8495,2982392
02/04/2025,DODG,4D,,SIL,X390024,IL,10300 S. Doty,(773) 568-8495,513335
02/04/2025,CHRY,LL,TK,SIL,EL52044,IL,701 N. Sacramento,(773) 265-7605,7113867
02/04/2025,GMC,PK,,TAN,3999396B,IL,10300 S. Doty,(773) 568-8495,2982394
01/31/2025,SUBA,LL,,BLK,CW33607,IL,701 N. Sacramento,(773) 265-7605,7113361
02/04/2025,PORS,4T,,GRY,SGK8386,IL,10300 S. Doty,(773) 568-8495,2982397
02/04/2025,CHEV,LL,,BLK,DH74325,IL,701 N. Sacramento,(773) 265-7605,7113888
02/04/2025,CHEV,4T,,BLK,EZ93556,IL,701 N. Sacramento,(773) 265-7605,7113889
02/04/2025,NISS,4D,,GRY,EL54692,IL,701 N. Sacramento,(773) 265-7605,7113868
02/04/2025,BUIC,4T,,BLK,Z483131,IL,10300 S. Doty,(773) 568-8495,2982411
02/04/2025,HOND,LL,TK_,BLU,CR78960,IL,10300 S. Doty,(773) 568-8495,2982401
02/04/2025,HYUN,4T,,BLK,K632869,IN,701 N. Sacramento,(773) 265-7605,7113870
02/04/2025,FORD,VN,,GRY,ER35068,IL,400 E. Lower Wacker,(312) 744-7550,0335481
02/04/2025,,TR,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727651
02/04/2025,DODG,4D,,RED,,IL,10300 S. Doty,(773) 785-9752,1727650
02/04/2025,HYUN,4D,,MAR,DW23262,IL,10300 S. Doty,(773) 568-8495,2982403
02/04/2025,INFI,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7113872
02/04/2025,KIA,LL,,BRO,DX82923,IL,10300 S. Doty,(773) 568-8495,2982424
02/04/2025,NISS,4D,,RED,136BMCX,TN,400 E. Lower Wacker,(312) 744-7550,0335486
02/04/2025,CHEV,LL,,MAR,ET42149,IL,400 E. Lower Wacker,(312) 744-7550,0335491
02/04/2025,NISS,4D,,GRY,DB65967,IL,400 E. Lower Wacker,(312) 744-7550,0335490
02/04/2025,JAGU,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7113876
02/04/2025,FORD,4D,,BLK,DB78599,IL,10300 S. Doty,(773) 568-8495,2982428
02/04/2025,DODG,4D,,DBL,EC70645,IL,701 N. Sacramento,(773) 265-7605,7113897
02/04/2025,NISS,4D,,BLK,BT79191,IL,10300 S. Doty,(773) 568-8495,2982430
02/04/2025,DODG,4D,,SIL,EP28383,IL,701 N. Sacramento,(773) 265-1846,1548823
02/04/2025,TESL,4D,,RED,EP12082,IL,400 E. Lower Wacker,(312) 744-7550,0335504
02/04/2025,FORD,LL,,SIL,KCW6222,OH,701 N. Sacramento,(773) 265-7605,7113903
02/04/2025,CHEV,LL,,MAR,EB99328,IL,701 N. Sacramento,(773) 265-7605,7113902
02/04/2025,TOYT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7113906
02/04/2025,SUBA,LL,,SIL,ET35265,IL,701 N. Sacramento,(773) 265-7605,7113905
02/04/2025,NISS,4D,,GRY,EH74778,IL,701 N. Sacramento,(773) 265-1846,1548826
02/04/2025,,,,GRY,403942TC,IL,10300 S. Doty,(773) 785-9752,1727657
02/04/2025,KIA,4D,,GRY,CF51019,IL,10300 S. Doty,(773) 568-8495,2982433
02/04/2025,NISS,4D,SEN,SIL,,IL,10300 S. Doty,(773) 568-8495,2982436
02/04/2025,INFI,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2982437
02/04/2025,ACUR,4D,,GRY,EN75259,IL,701 N. Sacramento,(773) 265-7605,7113910
02/04/2025,KIA,4D,,SIL,4675101,IL,701 N. Sacramento,(773) 265-7605,7113907
02/04/2025,CHEV,4D,,WHI,EQ11989,IL,701 N. Sacramento,(773) 265-7605,7113908
02/04/2025,HOND,VN,ODY,BLU,,IL,701 N. Sacramento,(773) 265-7605,7113912
02/04/2025,GMC,PK,,WHI,AH60664,AZ,701 N. Sacramento,(773) 265-7605,7113886
02/05/2025,TOYT,4D,CAM,GRY,,IL,400 E. Lower Wacker,(312) 744-7550,0335541
02/04/2025,JEEP,LL,,WHI,EE87597,IL,10300 S. Doty,(773) 568-8495,2982414
02/16/2025,JEEP,LL,TK,WHI,FC49030,IL,10300 S. Doty,(773) 568-8495,2983072
02/16/2025,TOYT,LL,,GRN,EV75660,IL,400 E. Lower Wacker,(312) 744-7550,0336259
02/16/2025,CHEV,4D,,WHI,EZ13205,IL,10300 S. Doty,(773) 568-8495,2983073
02/16/2025,DODG,4D,,WHI,722BHRY,TN,10300 S. Doty,(773) 568-8495,2983071
02/05/2025,HOND,LL,CRV,SIL,EW50540,IL,400 E. Lower Wacker,(312) 744-7550,0335543
02/04/2025,FORD,4D,,WHI,FC92591,IL,701 N. Sacramento,(773) 265-7605,7113919
02/04/2025,FORD,4D,,RED,365AC564,IL,701 N. Sacramento,(773) 265-7605,7113915
02/05/2025,HOND,LL,,BLU,ER51328,IL,701 N. Sacramento,(773) 265-7605,7113921
02/05/2025,NISS,4H,,SIL,EH71863,IL,701 N. Sacramento,(773) 265-7605,7113920
02/05/2025,NISS,4D,,BRO,AL29737,IL,10300 S. Doty,(773) 568-8495,2982445
02/05/2025,TOYT,4D,,RED,EX28870,IL,10300 S. Doty,(773) 568-8495,2982447
02/05/2025,NISS,LL,,BLK,EV78235,IL,10300 S. Doty,(773) 568-8495,2982444
02/05/2025,HOND,4T,,BLK,AK37763,IL,701 N. Sacramento,(773) 265-7605,7113926
02/05/2025,GMC,LL,,TAN,EW27437,IL,701 N. Sacramento,(773) 265-7605,7113948
02/05/2025,BUIC,LL,,RED,INSIEME,PA,701 N. Sacramento,(773) 265-7605,7113946
02/05/2025,TOYT,4T,,WHI,AOA1RR4,AL,701 N. Sacramento,(773) 265-7605,7113953
02/05/2025,JEEP,LL,,GRY,EJP3972,MI,10300 S. Doty,(773) 568-8495,2982471
02/05/2025,HOND,4T,,BLU,Q777761,IL,10300 S. Doty,(773) 568-8495,2982474
02/05/2025,MERC,4T,,BLK,EM89358,IL,10300 S. Doty,(773) 568-8495,2982456
02/05/2025,HYUN,LL,,SIL,DG20522,IL,701 N. Sacramento,(773) 265-7605,7113928
02/05/2025,FORD,4D,,BLU,EN72936,IL,701 N. Sacramento,(773) 265-7605,7113927
02/05/2025,BMW,LL,,SIL,CZ47496,IL,10300 S. Doty,(773) 568-8495,2982478
02/04/2025,KIA,4D,,BLK,EP28597,IL,701 N. Sacramento,(773) 265-1846,1548825
02/04/2025,CADI,LL,,GRY,FP185327,IL,701 N. Sacramento,(773) 265-7605,7113904
02/05/2025,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982458
02/02/2025,BUIC,LL,,RED,CD78080,IL,701 N. Sacramento,(773) 265-7605,7113673
02/05/2025,FORD,LL,,GRY,EE53140,IL,701 N. Sacramento,(773) 265-7605,7113678
02/05/2025,INFI,4D,,SIL,C819807,IL,701 N. Sacramento,(773) 265-7605,7113677
02/05/2025,NISS,4D,,BLK,DB57775,IL,701 N. Sacramento,(773) 265-7605,7113674
02/05/2025,KIA,LL,,GRY,EJ59870,IL,701 N. Sacramento,(773) 265-7605,7113738
02/02/2025,FORD,LL,TK,BLU,3824942B,IL,701 N. Sacramento,(773) 265-7605,7113683
02/02/2025,TOYT,LL,TK,WHI,DE79339,IL,701 N. Sacramento,(773) 265-7605,7113682
01/07/2025,DODG,LL,,WHI,HOON1GAN,IL,701 N. Sacramento,(773) 265-7605,7113766
02/05/2025,VOLK,4D,,RED,E931878,IL,701 N. Sacramento,(773) 265-7605,7113752
02/05/2025,TOYT,4D,,WHI,DE70322,IL,701 N. Sacramento,(773) 265-7605,7113756
02/05/2025,CHEV,LL,,BLU,7113711,IL,701 N. Sacramento,(773) 265-7605,7113711
02/05/2025,MERC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982459
02/05/2025,MERC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982459
02/05/2025,HYUN,4D,,SIL,DH38753,IL,10300 S. Doty,(773) 568-8495,2982460
02/05/2025,JEEP,LL,,GRY,DU54344,IL,701 N. Sacramento,(773) 265-7605,7113932
02/05/2025,FORD,4D,,GLD,ER54930,IL,701 N. Sacramento,(773) 265-7605,7113929
02/05/2025,FORD,4D,,BLK,DHL190,IN,10300 S. Doty,(773) 568-8495,2982464
02/05/2025,HOND,4D,,GRY,DM95829,IL,701 N. Sacramento,(773) 265-7605,7113930
02/05/2025,BUIC,LL,,WHI,EA35206,IL,10300 S. Doty,(773) 568-8495,2982466
02/05/2025,CHEV,4D,,GRY,CT23641,IL,10300 S. Doty,(773) 568-8495,2982465
02/05/2025,CADI,LL,,BLK,DL25811,IL,10300 S. Doty,(773) 568-8495,2982467
02/05/2025,HYUN,4D,,BLK,4964267,IL,10300 S. Doty,(773) 785-9752,1727658
02/04/2025,DODG,LL,,BLU,T928431,IN,701 N. Sacramento,(773) 265-7605,7113909
02/04/2025,AUDI,LL,,WHI,P445671,PA,701 N. Sacramento,(773) 265-7605,7113898
02/05/2025,MITS,LL,,GRY,AH93852,IL,701 N. Sacramento,(773) 265-7605,7113962
02/05/2025,CHEV,4D,,BRO,,IL,701 N. Sacramento,(773) 265-7605,7113938
02/05/2025,NISS,LL,,ONG,AZ84903,IL,701 N. Sacramento,(773) 265-1846,1548827
02/05/2025,ACUR,LL,,BLK,Q639625,IL,701 N. Sacramento,(773) 265-7605,7113965
02/05/2025,FORD,2D,,YEL,,IL,701 N. Sacramento,(773) 265-1846,1548828
02/05/2025,JEEP,LL,,BRO,EU17990,IL,400 E. Lower Wacker,(312) 744-7550,0335568
02/05/2025,CHEV,LL,,BLU,DT54075,IL,701 N. Sacramento,(773) 265-7605,7113966
02/05/2025,BUIC,LL,,TAN,,IL,10300 S. Doty,(773) 785-9752,1727659
02/05/2025,CHRY,4D,,GRY,GF4E3H,MO,701 N. Sacramento,(773) 265-7605,7113968
02/05/2025,INFI,LL,,SIL,DR47542,IL,10300 S. Doty,(773) 785-9752,1727660
02/05/2025,CHEV,LL,,WHI,3269113B,IL,701 N. Sacramento,(773) 265-7605,7113969
02/05/2025,JEEP,4D,,GRN,DQ41976,IL,701 N. Sacramento,(773) 265-1846,1548831
02/05/2025,CHEV,VN,,WHI,EB86825,IL,701 N. Sacramento,(773) 265-1846,1548830
02/05/2025,CHEV,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982468
02/05/2025,VOLK,4D,,BLK,ET81228,IL,400 E. Lower Wacker,(312) 744-7550,0335574
02/05/2025,CHEV,LL,,GRY,DY79342,IL,10300 S. Doty,(773) 785-9752,1727661
02/05/2025,ACUR,4D,,BLK,ZXYD5,IL,701 N. Sacramento,(773) 265-1846,1548832
02/05/2025,HYUN,4D,,RED,EQ97801,IL,10300 S. Doty,(773) 568-8495,2982469
01/26/2025,YAMA,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,513221
02/05/2025,JEEP,LL,,GRY,FC92569,IL,10300 S. Doty,(773) 568-8495,2982484
02/05/2025,CHEV,4D,,GRY,CR78534,IL,701 N. Sacramento,(773) 265-7605,7113970
02/05/2025,CHEV,PK,,MAR,ALM2884,WI,701 N. Sacramento,(773) 265-1846,1548834
02/05/2025,TOYT,4D,,GRY,BOCTOC,IL,701 N. Sacramento,(773) 265-7605,7113972
02/05/2025,TOYT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2982489
02/05/2025,,,,WHI,,IL,10300 S. Doty,(773) 568-8495,2982487
02/05/2025,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982490
02/05/2025,,,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727663
02/05/2025,HOND,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7113973
02/05/2025,,,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727662
02/05/2025,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2982491
02/05/2025,MAZD,SD,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7113974
02/05/2025,MAZD,LL,,WHI,Q627063,IL,701 N. Sacramento,(773) 265-7605,7113975
02/05/2025,HYUN,LL,,GRY,544CGX,IN,701 N. Sacramento,(773) 265-7605,7113980
02/05/2025,FORD,LL,,BLK,EG69651,IL,10300 S. Doty,(773) 568-8495,2982500
02/05/2025,NISS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982501
02/06/2025,KIA,4T,,BGE,S816431,IL,701 N. Sacramento,(773) 265-7605,7113981
02/05/2025,KIA,LL,,BLK,EZ68358,IL,10300 S. Doty,(773) 568-8495,2982496
02/05/2025,BUIC,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982493
02/05/2025,HOND,LL,,SIL,ER45261,IL,10300 S. Doty,(773) 568-8495,2982494
02/05/2025,JEEP,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2982498
02/05/2025,NISS,4D,,DBL,,IL,10300 S. Doty,(773) 568-8495,2982497
02/06/2025,HYUN,LL,,WHI,704EKY,IN,701 N. Sacramento,(773) 265-7605,7113982
02/06/2025,CHEV,4T,,BLK,EM38536,IL,701 N. Sacramento,(773) 265-7605,7113984
02/06/2025,ACUR,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2982506
02/06/2025,CHEV,LL,,BLK,DD43107,IL,10300 S. Doty,(773) 568-8495,2982504
02/06/2025,JEEP,LL,,ONG,KHN466,IA,10300 S. Doty,(773) 568-8495,2982505
02/06/2025,MAZD,4T,,TAN,ATM1931,WI,701 N. Sacramento,(773) 265-7605,7113985
02/06/2025,HOND,4T,,BGE,DS45575,IL,701 N. Sacramento,(773) 265-7605,7113986
02/06/2025,TOYT,4D,,BLK,EP72927,IL,10300 S. Doty,(773) 568-8495,2982507
02/06/2025,TOYO,LL,,WHI,EN96575,IL,701 N. Sacramento,(773) 265-7605,7113991
02/06/2025,JEEP,LL,,BLU,EL49644,IL,701 N. Sacramento,(773) 265-7605,7113988
02/06/2025,TOYT,SW,,BLK,135LVJ,IN,701 N. Sacramento,(773) 265-7605,7114011
02/06/2025,BUIC,4T,,MAR,616WZD,IL,701 N. Sacramento,(773) 265-7605,7114005
02/06/2025,NISS,4T,,BLK,CW81975,IL,10300 S. Doty,(773) 568-8495,2982508
02/06/2025,CHEV,LL,,MAR,EV97171,IL,701 N. Sacramento,(773) 265-7605,7114009
02/06/2025,CHEV,PK,,SIL,QPR560,OK,701 N. Sacramento,(773) 265-7605,7114006
02/06/2025,CHEV,4T,,GLD,CX97134,IL,701 N. Sacramento,(773) 265-7605,7114008
02/06/2025,NISS,SW,,GRY,EJ91726,IL,701 N. Sacramento,(773) 265-7605,7114007
02/06/2025,MAZD,4T,,RED,AKF5381,WI,701 N. Sacramento,(773) 265-7605,7113992
02/06/2025,HOND,2T,,BLK,BY25149,IL,10300 S. Doty,(773) 568-8495,2982509
02/06/2025,MINI,2T,,GRY,ATE2969,WI,701 N. Sacramento,(773) 265-7605,7113993
02/06/2025,NISS,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7113994
02/06/2025,TOYT,4D,,GLD,DD59452,IL,10300 S. Doty,(773) 568-8495,2982511
02/06/2025,CHEV,4T,,WHI,99EGUQ,FL,10300 S. Doty,(773) 568-8495,2982521
02/06/2025,ALFA,4T,,BLK,CX85155,IL,10300 S. Doty,(773) 568-8495,2982510
02/06/2025,DODG,SW,,GRY,AW30289,IL,701 N. Sacramento,(773) 265-7605,7114013
02/06/2025,SUBA,4T,,WHI,192587EN,IL,10300 S. Doty,(773) 568-8495,2982523
02/06/2025,CHEV,4T,,BLK,FA83412,IL,10300 S. Doty,(773) 568-8495,2982524
02/06/2025,CHEV,LL,,GRY,AE68061,IL,701 N. Sacramento,(773) 265-7605,7114014
02/06/2025,KIA,VN,,WHI,SVH2128,TX,701 N. Sacramento,(773) 265-7605,7113995
02/06/2025,HYUN,LL,,DBL,CZ78593,IL,701 N. Sacramento,(773) 265-7605,7113996
02/05/2025,PONT,4T,,BLK,EE15494,IL,701 N. Sacramento,(773) 265-7605,7113959
02/06/2025,ACUR,LL,,GLD,DELKWS,IL,701 N. Sacramento,(773) 265-7605,7113997
02/06/2025,NISS,4T,,BLK,EA88595,IL,10300 S. Doty,(773) 568-8495,2982528
02/06/2025,TOYT,4T,,GLD,BD92108,IL,10300 S. Doty,(773) 568-8495,2982526
02/06/2025,TOYT,4D,,SIL,H157244,IL,701 N. Sacramento,(773) 265-7605,7113933
02/06/2025,TOYT,4D,,GRY,ZU41355,IL,701 N. Sacramento,(773) 265-7605,7113935
02/05/2025,MERC,4D,,WHI,EV16203,IL,701 N. Sacramento,(773) 265-7605,7113939
02/06/2025,CHEV,PK,,WHI,3885000B,IL,701 N. Sacramento,(773) 265-7605,7113936
02/06/2025,ACUR,4D,,GRY,EK49496,IL,701 N. Sacramento,(773) 265-7605,7113934
02/06/2025,NISS,LL,,GRY,6613223,IL,701 N. Sacramento,(773) 265-7605,7114016
02/06/2025,HOND,VN,,SIL,DC51236,IL,701 N. Sacramento,(773) 265-7605,7114017
01/04/2025,DODG,TR,,WHI,3KU084,OK,10300 S. Doty,(773) 568-8495,2980536
02/06/2025,TOYT,VN,,BLU,FD28730,IL,10300 S. Doty,(773) 568-8495,2982513
02/06/2025,PONT,2D,,SIL,ER36035,IL,10300 S. Doty,(773) 568-8495,2982514
02/06/2025,TOYT,4D,,WHI,LDN1300,NY,701 N. Sacramento,(773) 265-7605,7113998
02/06/2025,BMW,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982520
02/06/2025,GMC,LL,,GRY,SEXYAC3,IL,10300 S. Doty,(773) 568-8495,2982515
02/06/2025,CADI,LL,,BLU,DR88521,IL,10300 S. Doty,(773) 568-8495,2982516
02/06/2025,KIA,4D,,SIL,AN83150,IL,10300 S. Doty,(773) 568-8495,2982517
02/06/2025,DODG,LL,,GRY,EP61419,IL,10300 S. Doty,(773) 568-8495,2982519
02/06/2025,TOYT,4D,,GLD,ET86838,IL,10300 S. Doty,(773) 568-8495,2982530
02/06/2025,CHEV,4D,,SIL,EJ21698,IL,10300 S. Doty,(773) 568-8495,2982532
02/06/2025,HOND,LL,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1548835
02/06/2025,CHRY,4D,,WHI,AAM898,IN,10300 S. Doty,(773) 568-8495,2982531
02/06/2025,DODG,VN,,SIL,L939021,IL,10300 S. Doty,(773) 785-9752,1727665
02/06/2025,MERZ,4D,,BLK,EA52033,IL,701 N. Sacramento,(773) 265-7605,7114002
01/02/2025,BUIC,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2980393
02/06/2025,CADI,4D,,RED,CJ59073,IL,10300 S. Doty,(773) 785-9752,1727666
01/03/2025,PONT,2D,,BLU,,IN,10300 S. Doty,(773) 568-8495,2980489
02/06/2025,DODG,4D,,BLU,EL18603,IL,701 N. Sacramento,(773) 265-7605,7114003
02/06/2025,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7114001
02/06/2025,TOYT,4D,,BLK,EV68015,IL,701 N. Sacramento,(773) 265-1846,1548836
02/06/2025,MAZD,LL,,BLK,EE26426,IL,10300 S. Doty,(773) 568-8495,2982536
02/06/2025,NISS,LL,,BLK,CD54360,IL,10300 S. Doty,(773) 568-8495,2982535
02/06/2025,VOLV,LL,,BLU,EV75838,IL,701 N. Sacramento,(773) 265-1846,1548837
12/29/2024,KIA,LL,,BLK,ZZ68452,IL,10300 S. Doty,(773) 568-8495,2980199
02/06/2025,KIA,LL,,WHI,N933687,IL,10300 S. Doty,(773) 568-8495,2982533
02/06/2025,MERZ,2D,,WHI,658FWI,LA,10300 S. Doty,(773) 568-8495,2982537
02/06/2025,NISS,LL,,WHI,997EGS,IN,10300 S. Doty,(773) 568-8495,2982529
02/06/2025,CHRY,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2982546
02/06/2025,BMW,SW,,SIL,EC68491,IL,10300 S. Doty,(773) 568-8495,2982549
02/06/2025,HYUN,LL,,GRY,ER50043,IL,10300 S. Doty,(773) 568-8495,2982542
02/06/2025,CHEV,4D,,BLK,DC41194,IL,10300 S. Doty,(773) 568-8495,2982548
02/06/2025,NISS,LL,,GRY,DK84303,IL,10300 S. Doty,(773) 568-8495,2982550
